first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Archie,Gray,2,2,57,1370,26,137.1,246.8,141.0,6,222,52.5,5,0,5,0.2,48,MID,11.9
Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Pape Matar,Sarr,2,3,65,1320,22,150.7,311.4,152.0,2,289,61.6,3,0,2,1.1,45,MID,14.4
Yang,Min-hyeok,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Callum,Olusesi,0,0,1,14,0,1.8,0.6,0.0,0,3,0.2,0,0,0,0.2,43,MID,0.2
Dominic,Solanke-Mitchell,3,0,35,778,18,67.0,178.0,242.0,4,161,48.6,0,0,1,1.1,72,FWD,4.9
Richarlison,de Andrade,9,3,93,1502,23,187.7,474.6,618.0,13,415,127.4,5,0,5,5.7,63,FWD,14.8
Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Dane,Scarlett,0,0,2,7,0,4.1,1.0,2.0,0,5,0.7,0,0,0,0.5,43,FWD,0.5
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,3,3,94,1774,32,115.6,495.0,170.0,11,398,78.3,4,0,6,0.7,55,MID,17.1
Xavi,Simons,1,4,65,1590,34,480.5,293.4,217.0,5,298,99.1,3,1,4,1.2,65,MID,10.0
Randal,Kolo Muani,1,1,42,1223,26,209.6,144.6,209.0,1,122,55.3,3,0,2,0.4,69,FWD,6.1
Jun'ai,Byfield,0,0,1,1,0,0.5,0.4,0.0,0,3,0.1,0,0,0,0.0,40,DEF,0.2
James,Rowswell,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,40,DEF,0.2
Yusuf,Akhamrich,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Lucá,Williams-Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Conor,Gallagher,0,1,20,583,17,107.2,85.8,86.0,0,98,27.9,0,0,0,0.1,51,MID,3.9
João Victor,de Souza Menezes,0,0,3,142,3,31.9,12.8,17.0,0,0,6.2,0,0,1,0.0,40,DEF,0.8
Rio,Kyerematen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
James,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Adama,Traoré Diarra,0,0,23,348,11,68.3,29.2,64.0,0,72,15.8,0,0,1,0.2,51,MID,4.5
Alphonse,Areola,0,1,51,1800,37,10.0,570.4,0.0,2,220,57.9,0,0,0,2.0,43,GK,11.9
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
El Hadji Malick,Diouf,0,6,82,2093,40,263.2,447.0,85.0,3,265,79.7,6,0,4,2.4,41,DEF,20.0
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
Maximilian,Kilman,0,0,36,1559,37,55.8,392.4,60.0,0,80,50.9,1,0,4,0.1,41,DEF,8.8
Konstantinos,Mavropanos,1,0,77,1902,36,41.1,551.2,188.0,2,236,78.0,3,0,2,0.2,44,DEF,17.5
Nayef,Aguerd,0,0,3,180,8,3.9,39.0,8.0,0,-1,5.1,0,0,0,0.0,44,DEF,0.7
Ollie,Scarles,0,1,21,654,16,71.7,138.2,22.0,0,86,23.2,0,0,1,0.0,43,DEF,4.9
Jean-Clair,Todibo,0,1,44,1701,34,65.5,370.6,24.0,1,161,46.1,1,1,4,0.1,43,DEF,10.2
Aaron,Wan-Bissaka,0,3,63,1903,39,289.7,406.6,30.0,0,190,73.0,3,0,4,4.6,41,DEF,15.4
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Lucas,Tolentino Coelho de Lima,4,2,69,1513,33,397.2,374.6,186.0,8,291,95.7,3,1,5,1.1,59,MID,11.7
Tomáš,Souček,4,2,79,1588,36,143.4,403.4,343.0,6,312,89.1,4,1,2,0.3,57,MID,13.9
Crysencio,Summerville,5,3,92,1856,34,331.2,371.0,472.0,10,337,117.4,5,0,4,1.4,55,MID,16.7
Edson,Álvarez Velázquez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Maxwel,Cornet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Guido,Rodríguez,0,0,8,175,2,6.0,9.8,2.0,0,30,1.7,1,0,1,0.0,48,MID,1.7
Luis Guilherme,Lira dos Santos,0,0,5,121,2,14.5,9.2,4.0,0,11,2.5,0,0,0,0.0,49,MID,1.0
George,Earthy,0,0,1,8,1,1.5,0.0,2.0,0,3,0.4,0,0,0,0.0,45,MID,0.2
Andy,Irving,0,0,9,156,4,52.3,31.6,2.0,0,49,8.6,0,0,0,0.2,43,MID,2.1
Lewis,Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
Freddie,Potts,0,1,35,1139,24,140.7,185.4,37.0,0,209,36.4,1,0,1,0.5,44,MID,8.0
Jarrod,Bowen,8,7,143,2779,55,510.9,685.6,696.0,22,561,189.2,5,0,4,9.1,76,FWD,18.8
Niclas,Füllkrug,0,0,12,407,11,85.1,26.0,130.0,0,28,23.8,1,0,0,0.6,56,FWD,2.1
Callum,Marshall,0,0,2,58,2,0.1,1.2,7.0,0,0,0.8,0,0,0,0.5,43,FWD,0.5
Kyle,Walker-Peters,1,0,32,954,22,88.2,203.2,98.0,0,118,39.0,1,0,2,0.2,42,DEF,7.6
Callum,Wilson,5,2,65,1037,19,95.7,227.0,404.0,7,225,71.5,1,0,0,0.5,58,FWD,11.2
Mads,Hermansen,0,0,45,990,20,0.0,275.0,0.0,8,164,27.5,4,0,0,0.5,42,GK,10.7
Mateus Gonçalo,Espanha Fernandes,3,3,107,2393,42,490.1,532.0,112.0,6,531,113.5,5,0,6,0.4,55,MID,19.5
Soungoutou,Magassa,1,0,40,964,23,82.8,180.2,44.0,2,179,30.7,2,0,4,0.0,50,MID,8.0
Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Ezra,Mayers,0,0,6,113,3,34.9,21.8,9.0,0,18,6.6,0,0,0,0.0,40,DEF,1.5
Airidas,Golambeckis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Mohamadou,Kanté,0,0,7,32,0,12.6,10.4,8.0,0,22,2.7,0,0,1,0.0,45,MID,1.6
Pablo Felipe,Pereira de Jesus,0,0,12,403,7,66.1,30.8,32.0,0,38,12.9,0,0,0,0.0,54,FWD,2.2
Valentín,Castellanos,2,1,31,861,13,122.9,120.4,259.0,1,107,49.0,4,0,2,0.1,55,FWD,5.6
Keiber,Lamadrid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Axel,Disasi,0,0,21,630,9,14.0,102.4,80.0,0,87,19.7,3,0,0,0.1,45,DEF,4.7
Finlay,Herrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Sam,Johnstone,0,0,21,1080,24,0.1,308.0,0.0,0,117,30.8,0,0,0,0.1,44,GK,4.8
José,Malheiro de Sá,0,0,56,1710,30,10.0,409.4,0.0,6,253,42.3,4,0,2,1.2,42,GK,13.3
Daniel,Bentley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,39,GK,0.0
Emmanuel,Agbadou,0,0,23,1100,29,76.0,312.2,75.0,0,86,46.4,0,1,1,0.1,42,DEF,5.5
Matt,Doherty,0,0,12,702,14,50.8,116.2,18.0,0,47,18.6,1,0,4,0.1,44,DEF,2.7
Hugo,Bueno López,1,2,73,1946,33,552.1,466.8,140.0,4,290,116.2,4,0,1,0.2,43,DEF,17.0
Yerson,Mosquera Valdelamar,0,0,51,1707,31,125.7,345.2,209.0,3,197,68.0,4,0,10,0.1,43,DEF,11.9
Rodrigo,Martins Gomes,3,0,35,599,11,63.2,169.2,182.0,0,87,41.6,0,0,0,0.1,44,DEF,8.0
Santiago,Ignacio Bueno,2,2,72,1922,33,98.5,447.8,170.0,2,264,71.5,4,0,4,0.1,44,DEF,16.4
Toti,Gomes,0,0,28,1039,25,78.2,240.4,34.0,0,102,35.3,1,1,1,0.1,42,DEF,6.7
Ki-Jana,Hoever,0,0,10,423,13,87.8,101.4,13.0,0,38,20.3,0,0,0,0.9,38,DEF,2.6
Bastien,Meupiyou Menadjou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Pedro,Cardoso de Lima,0,0,3,3,1,0.5,0.2,2.0,0,5,0.2,0,0,0,0.4,40,DEF,0.8
Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,DEF,0.0
Hwang,Hee-chan,2,1,44,1144,22,152.8,132.2,145.0,0,125,42.4,2,0,3,0.1,56,MID,7.9
André,Trindade da Costa Neto,1,0,77,2130,39,241.4,337.8,37.0,4,374,61.6,2,0,9,0.1,52,MID,14.8
Jean-Ricner,Bellegarde,1,1,39,1079,26,179.0,176.8,140.0,0,183,49.2,3,0,4,0.0,51,MID,7.6
Fer,López González,0,1,12,228,9,61.0,29.0,37.0,0,38,12.4,0,0,1,0.0,51,MID,2.4
João Victor,Gomes da Silva,1,2,92,2297,43,300.2,411.8,150.0,6,451,86.7,4,0,9,0.4,53,MID,17.4
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Marshall,Munetsi,1,2,38,872,19,61.8,163.6,196.0,1,131,42.1,0,0,2,0.0,53,MID,7.2
Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Tawanda,Chirewa,0,0,2,25,0,0.3,3.2,0.0,0,4,0.4,0,0,0,0.2,43,MID,0.5
Tom,Edozie,1,0,6,6,0,0.1,34.4,17.0,0,22,5.2,0,0,0,0.4,43,MID,1.4
Enso,González Medina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,43,MID,0.0
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Fábio,Soares Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,FWD,0.0
Saša,Kalajdžić,0,0,1,14,0,4.3,1.0,2.0,0,1,0.7,0,0,0,0.0,49,FWD,0.2
Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,FWD,0.0
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,42,FWD,0.0
Jhon,Arias,1,0,45,1117,21,204.0,171.0,148.0,2,175,52.1,2,0,1,0.1,49,MID,9.2
David,Møller Wolfe,0,2,29,839,20,110.8,142.0,46.0,0,69,30.0,1,0,1,0.1,42,DEF,6.9
Jackson,Tchatchoua,0,1,51,1695,31,316.8,301.8,63.0,0,158,68.2,3,0,3,0.0,44,DEF,11.6
Ladislav,Krejcí,2,1,59,2037,38,115.3,451.6,219.0,0,197,78.9,3,1,3,0.1,45,DEF,13.1
Tolu,Arokodare,3,2,59,1231,25,162.5,221.8,473.0,4,198,85.0,3,0,1,0.1,53,FWD,11.1
Mateus,Mané,2,2,53,1280,20,240.0,216.4,199.0,6,210,65.2,5,0,0,1.6,44,FWD,12.0
Saheed,Olagunju,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luke,Rawlings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Temple,Ojinnaka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ethan,Sutherland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jerome,Abbey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Angel,Gomes,0,0,9,282,4,48.4,38.2,11.0,0,52,9.7,1,0,1,0.0,47,MID,1.9
Adam,Armstrong,1,2,20,567,7,63.2,87.8,34.0,0,79,18.6,3,0,3,0.1,52,FWD,3.8
